r,x,PSRType(A),cluster
11.27,24.04,1,1
3.93,33.94,1,1
0.7,8.2,1,0
0.737,2.832,1,0
5.63,59.8,1,1
5.55,48.82,1,1
10.4,110.29,1,1
7.1175,62.985,1,1
1.66,14.35,1,0
0.85,3.72,1,0
0.85,3.72,1,0
3.34,20.4,1,0
4.26,50.29,1,1
1.56,10.07,1,0
4.82,25.12,1,1
4.17,27.12,1,1
5.29,33.62,1,1
7.86,51.37,1,1
3.14,20.3,1,0
1.94,12.322,1,0
1.46,8.71,1,0
0.29,1.77,1,0
4.926,31.36,1,1
2.2,13.55,1,0
1.84,11.91,1,0
3.26,26.26,1,0
0.83,5.4,1,0
3.58,24.08,1,0
12.52,80.91,1,1
3.64,44.75,1,1
0.27,2.19,1,0
2.89,18.78,1,0
4.63,26.4,1,1
3.86,47.45,1,1
2.51,19.73,1,0
2.51,19.73,1,0
4.255,38.295,1,1
4.7693,11.5435,1,0
5.61,36.25,1,1
4.59,28.09,1,1
13.59,94.49,1,1
4.55,29.41,1,1
5.95,38.48,1,1
3.38,29.635,1,1
3.8461145,34.035479,1,1
0.34237,3.02974,1,0
0.447855,3.96321,1,0
5.37,29.75,1,1
4.315,23.891,1,0
3.786,21.047,1,0
3.63,31.25,1,1
3.51,31.09,1,1
2.77,22.26,1,0
5.66,48.72,1,1
5.64,45.27,1,1
0.81,1.41,1,0
6.74,18.1,1,1
2.3,10.2,1,0
2.4,10.6,1,0
2.898476,5.072333,1,0
0.42,1.12,1,0
0.7526,2.6293,1,0
2.4,5.05,1,0
5.983,12.897,1,0
1.28,3.39,1,0
3.05,6.68,1,0
3.5743,10.9535,1,0
0.05,0.12,1,0
1.89709302325581,5.25348837209302,1,0
2.04253100775194,5.48992480620155,1,0
0.7526,2.6293,1,0
0.055,0.122,1,0
0.573,1.968,1,0
0.573,1.968,1,0
2.976,20.336,1,0
0.091605,1.4136,1,0
5.16,31.08,1,1
2.82,22.66,1,0
0.59,2.1,1,0
2.124,18.235,1,0
0.52,4.255,1,0
0.014,0.113,1,0
3.009,32.64,1,1
0.79569,4.788875,1,0
0.091605,1.4136,1,0
0.08,0.24,1,0
0.076,0.243,1,0
0.2,0.495,2,0
0.1,0.39,1,0
0.1,0.39,1,0
0.078,0.154,0,2
0.078,0.154,0,2
4.791,8.215,1,0
0.191,0.4549,1,0
0.191,0.4549,1,0
1.02,1.79,1,0
2.29,7.87,1,0
2.54,8.71,1,0
2.835,15.876,1,0
2.835,15.876,1,0
1.43200004,4.72200012,1,0
2.56,5.27,1,0
2.56,5.27,1,0
0.255,0.652,1,0
0.03,0.06,1,0
0.03,0.06,1,0
1.701,11.541285,1,0
1.701,11.541285,1,0
22.93,96.51,1,1
0.343,1.318,1,0
0.062,0.567,0,2
0.0482,0.536,0,2
0.124,1.521,0,2
0.124,1.516,0,2
1.202,6.708,1,0
0.866,2.208,1,0
1.979,5.045,1,0
0.01,0.01,1,0
1.0128,1.0656,1,0
0.909,2.058,1,0
0.306,0.692,1,0
1.148,2.217,1,0
1.504,3.406,1,0
8.25952831127475,30.4497959996019,1,1
4.24,6.52,1,0
9.2445,29.3967,1,1
0.67,1.77,1,0
0.071,0.185,1,0
0.22,0.55,1,0
0.18,0.447,1,0
0.033,0.047,1,0
0.03,0.07,1,0
0.001,0.022,1,0
0.467,0.797,1,0
0.079,0.138,1,0
0.58,1.05,1,0
0.131,0.223,1,0
0.69,1.84,1,0
0.16,0.39,1,0
0.3,0.74,1,0
0.074,0.125,1,0
0.464,0.793,1,0
0.043,65.0,1,1
0.05,0.17,1,0
0.08,0.2,1,0
0.0113,0.0283,1,0
0.0226,0.057,1,0
0.29,0.59,1,0
0.04,0.12,1,0
0.07,0.18,1,0
0.018,0.046,1,0
0.025,0.063,1,0
0.28,0.57,1,0
0.44,1.48,1,0
0.159,0.523,1,0
0.00255,0.008364,1,0
0.31,0.55,1,0
0.1485,0.2386,1,0
0.1379,0.1798,1,0
0.1564,0.2039,1,0
0.4,1.36,1,0
0.144,0.487,1,0
0.0004,0.0006,1,0
0.3,0.54,1,0
0.1625,0.2611,1,0
0.1341,0.1748,1,0
0.1564,0.2039,1,0
0.332,0.911,1,0
0.61,1.75,1,0
0.048,0.13,1,0
0.038,0.062,1,0
0.019,0.034,1,0
0.63,1.13,1,0
0.525,2.845,1,0
0.64,2.145,1,0
0.169,0.361,1,0
0.153,0.328,1,0
1.25,3.6,1,0
0.15,0.53,1,0
0.16,0.57,1,0
0.0214,0.057,1,0
0.4474,1.1937,1,0
0.197,1.092,1,0
0.3562,0.763,1,0
0.42,2.22,1,0
0.215,0.716,1,0
0.075,0.167,1,0
2.254,9.7129,1,0
10.14,19.3696,1,1
3.5616,6.90272,1,0
0.165,0.41,1,0
0.165,0.41,1,0
0.06422,0.1595,1,0
0.06422,0.1595,1,0
1.498,2.596,1,0
0.252,1.124,1,0
6.38852,23.5509,1,1
0.545,3.008,1,0
3.0444,20.6563,1,0
0.545,3.008,1,0
3.4571,20.677,1,0
4.798,26.471,1,1
0.676,3.728,1,0
4.673,31.705,1,1
1.567,18.654,1,0
1.833,21.817605,1,0
4.798,26.471,1,1
5.532,30.522,1,1
0.472,2.603,1,0
0.031,0.166,0,2
2.066,11.4,1,0
0.547,3.065,1,0
0.548,3.068,1,0
0.552,3.09,1,0
3.742,20.751,1,0
10.11,58.02,1,1
5.51,31.61,1,1
0.0075,0.042,1,0
2.1,11.57,1,0
2.0613,11.3728792,1,0
0.544,3.048,1,0
6.392,27.542,1,1
5.8,22.661,1,1
5.81,22.704,1,1
2.24,8.76,1,0
10.151068,37.42131,1,1
20.03,71.99,1,1
20.03,71.99,1,1
2.073,11.437,1,0
5.704,18.4168,1,0
0.337,0.842,1,0
0.416,1.038,1,0
0.52,1.81,1,0
0.241,0.602,1,0
0.337,0.842,1,0
0.416,1.038,1,0
0.69,2.11,1,0
3.03,10.09,1,0
0.241,0.602,1,0
0.69,2.11,1,0
0.52,1.81,1,0
3.03,10.09,1,0
0.02,0.053,2,0
0.02,0.056,2,0
2.11,11.81,1,0
7.61,77.66,1,1
0.0207,0.1142088,1,0
0.62114,9.1325,1,0
3.394,12.688,1,0
3.394,12.688,1,0
7.035,40.114,1,1
3.53,20.43,1,0
4.63,26.41,1,1
0.155,0.868,1,0
2.41944,4.9812,1,0
8.23,30.64,1,1
9.41,87.686,1,1
8.205,77.208,1,1
8.427,76.022,1,1
4.987,46.133,1,1
7.49,67.96,1,1
7.49,79.57,1,1
8.36,74.2,1,1
8.21,82.1,1,1
11.15,101.65,1,1
3.72,33.89,1,1
7.15,73.37,1,1
8.23,30.64,1,1
0.56,3.13,2,0
2.216,11.985,1,0
3.661,19.188,1,0
0.49,2.57,1,0
2.3,8.48,1,0
13.22,56.48,1,1
0.59,3.41,1,0
0.489,2.816,1,0
0.09,0.244,0,2
32.59,139.46,1,1
2.35,12.37,1,0
6.01,26.86,1,1
0.489,2.816,1,0
4.62,19.03,2,0
11.54,15.65,1,1
12.7,44.7,1,1
0.083,0.756,0,2
0.035,0.223,0,2
10.84,47.45,1,1
2.65,13.76,1,0
8.7648,15.0304,1,1
12.203298,31.110877,1,1
1.433991,2.459093,1,0
0.567,3.131,1,0
0.062,0.154,0,2
0.3091,0.7188,0,2
0.63,2.26,1,0
6.96,74.54,1,1
3.89,77.23,1,1
5.037,98.67,1,1
9.34,15.64,1,1
12.05,12.23,1,1
5.84,11.89,1,0
3.79,25.36,1,0
2.38,27.45,1,0
0.206,1.099,1,0
0.143,0.8,1,0
0.098,0.546,1,0
11.73447,24.8913,1,1
10.540926,22.35954,1,1
4.23324,14.287185,1,0
3.057,10.317375,1,0
1.587126,2.721698,1,0
7.75,49.27,1,1
6.989181,11.985463,1,0
11.647,20.2,1,1
2.2968,4.872,1,0
3.564,7.56,1,0
1.174,6.254,1,0
1.856,10.401,1,0
2.11,11.81,1,0
0.03,0.247,0,2
0.918,4.506,1,0
6.1,26.71,1,1
12.839685,22.018255,1,1
0.022,0.148,0,2
0.022,0.148,0,2
0.02,0.047,0,2
0.13,1.216,0,2
2.77,14.553,1,0
0.088,0.937,0,2
0.383,2.08,1,0
1.524,8.606,0,2
0.003,0.031,1,0
2.62581,15.1,1,0
0.04,0.31,0,2
0.04,0.31,0,2
2.9375,12.188,1,0
2.9369,12.189,1,0
8.16,31.7,1,1
5.43,20.94,1,1
10.65,46.61,1,1
13.6,55.73,1,1
10.19,54.38,1,1
2.54,13.8,1,0
0.096,0.429,1,0
1.75,7.7,1,0
1.75,7.7,1,0
6.3624,43.1689,1,1
0.391,2.074,1,0
0.391,2.08,1,0
1.439,7.7,1,0
0.382,2.152,1,0
3.064,21.092,1,0
0.46,2.44,1,0
0.02,0.042,1,0
0.154,0.856,1,0
0.017,0.145,0,2
0.293,1.566,1,0
5.99,26.21,1,1
0.37,1.63,1,0
6.68,38.3,1,1
6.71,30.03,1,1
0.002,0.009,1,0
5.06683088144394,28.3669229818272,1,1
1.25,5.36,2,0
5.42,23.75,1,1
4.88,27.31,1,1
0.69,2.93,1,0
4.55,15.46,1,0
0.004,0.044,0,2
0.935,3.192,1,0
0.935,3.192,1,0
0.899,3.315,1,0
0.899,3.315,1,0
2.6126,9.4341,1,0
7.5861,43.7497,1,1
14.47839,20.53471,1,1
3.22,13.5,1,0
14.4,54.07,1,1
6.75786,11.58878,1,0
2.69,12.03,1,0
4.8403,21.4071,1,0
4.89,26.69,1,1
2.69,12.03,1,0
2.17,9.6,1,0
1.357344,6.065631,1,0
2.85,13.6,1,0
5.24576,23.20032,1,1
0.81,3.56,1,0
5.37,29.32,1,1
5.05,22.12,1,1
5.11,27.89,1,1
13.8648,56.1132,1,1
2.19,15.07,1,0
9.41191,41.62587,1,1
0.82,3.33,1,0
2.19,15.07,1,0
2.13,9.31,1,0
8.33,33.72,1,1
2.36,10.33,1,0
3.02,13.23,1,0
0.021594482,0.084379341,2,0
4.52,20.0,1,0
0.3392,1.1805,2,0
0.4927,1.3803,2,0
0.9277,2.5702,2,0
0.494016,2.207634,1,0
1.2,9.99,1,0
4.218,39.537,1,1
0.266304,1.190046,1,0
6.589728,29.447847,1,1
5.07,19.8,1,0
2.921,11.852,1,0
0.15,0.669,1,0
16.83,60.87,1,1
3.43,18.96,1,0
1.68,9.1555,2,0
8.51,42.64,1,1
4.55,15.46,1,0
0.0033,0.0211,1,0
2.29,7.89,1,0
2.89,15.28,1,0
9.5,41.6,1,1
4.03,20.03,1,0
8.81,37.63,1,1
1.007,5.466,1,0
6.5,36.28,1,1
0.99,5.59,1,0
1.1,5.52,1,0
4.74,20.97,1,0
3.47,14.6,1,0
4.74,20.97,1,0
10.4,43.77,1,1
0.15,0.669,1,0
4.08,51.44,1,1
3.68395841483119,16.1275749638575,1,0
0.044,0.191,1,0
1.67175,9.36140053763441,1,0
0.71256,2.58266644897959,1,0
7.09,39.7,1,1
5.6564,22.69799,1,1
5.6564,22.69799,1,1
0.2783,0.98647,1,0
0.2783,0.98647,1,0
3.409,13.584,1,0
1.4854158785756,8.54663514302393,1,0
1.227,4.349,1,0
1.211,4.293,1,0
6.59,45.36,1,1
4.5295,23.0941,1,0
7.068336923,27.62533373,1,1
8.22,32.11,1,1
4.53,17.68,1,0
2.01,8.14,1,0
2.01,8.14,1,0
0.553,2.2,1,0
0.04,0.16,1,0
10.53,55.545,1,1
1.04,5.465,1,0
1.521,8.086,1,0
1.745,8.177,1,0
1.09325,25.04522,1,0
1.255,6.977,1,0
9.83,55.06,1,1
3.74,17.06,1,0
3.09,13.53,1,0
1.21,6.97,1,0
0.75,3.96,1,0
9.95,55.7,1,1
10.7,59.93,1,1
0.0625,0.2478,1,0
5.86,23.144,1,1
2.7416,10.5127,1,0
3.0844,11.8272,1,0
0.0138,0.0528,1,0
3.6236,14.42,1,0
4.38,19.17,1,0
0.471,2.052,1,0
3.711,16.119,1,0
3.832,16.64,1,0
12.037,52.276,1,1
0.21,1.16,1,0
0.44,2.29,1,0
0.13,1.25,1,0
0.29,1.68,1,0
4.65,19.58,1,0
4.65,19.58,1,0
4.95,19.33,1,0
0.266304,1.190046,1,0
4.99,19.5,1,0
7.93,30.97,1,1
0.512,2.65,0,2
42.6,181.36,1,1
0.8,7.45,1,0
2.16,20.15,1,0
0.6903,4.8321,1,0
1.705,9.55,1,0
5.63,29.29,1,1
0.826,3.045,1,0
21.0,73.7,1,1
3.6,12.5,1,0
14.2,49.6,1,1
5.75,33.18,1,1
0.389,2.241,1,0
1.08,5.94,1,0
12.64,45.43,1,1
4.331,33.86,1,1
6.61,23.58,1,1
3.58,15.83,1,0
10.8,40.36,1,1
6.96,24.4,1,1
3.6,12.5,1,0
0.826,3.045,1,0
2.64,13.71,1,0
3.69,16.27,1,0
10.92,40.79,1,1
28.37,100.23,1,1
16.67,59.01,1,1
25.005,93.09,1,1
6.48,55.59,1,1
7.7,79.06,1,1
0.55,2.99,1,0
12.8,56.63,1,1
3.767,19.452,1,0
5.139,26.535,1,1
0.468,2.436,1,0
0.198,1.081,0,2
0.202,1.08,0,2
0.015,0.035,0,2
1.42,6.31,1,0
16.833,72.382,1,1
3.728,16.194,1,0
0.767,4.169,1,0
3.39,13.25,1,0
0.66,2.6,1,0
2.76,10.8,1,0
2.77,14.742,1,0
9.82,37.91,1,1
3.61,14.93,1,0
2.77,14.72,1,0
6.54,34.7608,2,1
2.3,8.48,1,0
2.58999991,11.57999992,1,0
4.94000006,17.77000046,1,0
0.21,1.17,1,0
8.661,37.242,1,1
7.07999992,31.70000076,1,1
1.37,6.13000011,1,0
5.52,30.91,1,1
4.8,18.9,1,0
12.56,44.16,1,1
5.52,44.5,1,1
2.03,18.96,1,0
1.22,7.03,1,0
0.21,1.2,1,0
0.21,1.2,1,0
1.8,17.4,1,0
4.0,24.0,1,0
5.1,26.8,1,1
2.88,22.6,1,0
0.389,2.241,1,0
1.08,5.94,1,0
5.83,32.63,1,1
3.947,19.852,2,0
2.29,9.44,1,0
2.28,9.54,1,0
1.82,9.075,2,0
0.42,2.28,0,2
1.286,5.672,1,0
13.972,50.308,1,1
1.351,5.869,1,0
12.83,56.09,1,1
3.524,19.561,1,0
12.453,45.501,1,1
0.96243,5.326,1,0
2.57,13.7,1,0
7.49,30.62,1,1
3.2,18.0,1,0
0.1717,0.5862,1,0
0.021,0.0713,1,0
0.1753,0.5985,1,0
0.259,0.884,1,0
0.193,0.863,1,0
3.068203125,21.47640625,1,0
0.2776,0.9475,1,0
0.175,0.781,1,0
0.005,0.017,1,0
0.306,1.045,1,0
0.329,1.123,1,0
0.505,1.838,1,0
0.263,0.896,1,0
0.827,2.821,1,0
1.605,8.977,1,0
1.578,8.85,1,0
25.728,114.972,1,1
0.658,2.834,2,0
0.63,2.775,2,0
1.811,7.972,2,0
1.20568702537807,5.2778749918868,1,0
0.956325,5.35542,1,0
1.868,9.978,2,0
1.863,9.954,2,0
6.821,36.738,2,1
6.826,36.766,2,1
9.264,42.916,1,1
5.11,21.79,1,0
10.797,44.956,1,1
5.681,23.755,1,1
11.453,47.602,1,1
15.103,54.297,1,1
0.553,2.1787,1,0
4.58,25.645,1,1
3.0,16.8,1,0
1.18,4.35,1,0
1.18,4.35,1,0
5.55406,24.236029,1,1
5.55406,24.236029,1,1
1.12,5.8,0,2
3.59,14.14,1,0
5.12,28.79,1,1
24.95,136.5,1,1
33.14,116.55,1,1
11.2,61.27,1,1
2.13,11.48,1,0
2.13,11.48,1,0
5.07,27.3,1,1
5.08,27.36,1,1
25.03,88.04,1,1
8.42,47.28,1,1
17.88,97.86,1,1
17.88,97.86,1,1
33.6,136.09,1,1
33.6,136.09,1,1
12.92,45.43,1,1
0.01,0.04,1,0
6.78,36.83,1,1
0.08,0.41,1,0
0.14,0.51,1,0
6.78,36.38,1,1
0.25,1.35,1,0
0.99,3.3,1,0
0.99,3.3,1,0
11.57,40.69,1,1
11.56,40.71,1,1
2.94,20.25,1,0
1.37,20.69,1,0
12.12,49.023,1,1
0.052,0.13,0,2
0.834,4.628,1,0
2.7183,6.6359,1,0
0.2493,0.5934,1,0
0.1669,0.27,0,2
3.35,26.95,1,0
0.01,0.04,1,0
3.06,24.98,1,0
0.001,0.01,1,0
0.7,4.72,1,0
1.728,11.808,1,0
3.84,26.24,1,1
1.44,9.84,1,0
3.84,26.24,1,1
2.88,19.68,1,0
2.4,16.4,1,0
4.49,38.6,1,1
0.016,0.043,1,0
2.0,5.0,1,0
3.039,6.244,1,0
0.64,1.312,1,0
8.47,20.63,1,1
8.47,20.63,1,1
2.95,5.5,1,0
0.5,2.6,1,0
1.11,12.06,1,0
3.25956,11.001015,1,0
1.6848,4.2952,1,0
2.689362,6.856213,1,0
5.58,34.11,1,1
4.19,36.08,1,1
0.017,0.139,0,2
0.612,1.302,1,0
0.612,1.302,1,0
3.13,20.72,1,0
8.364,17.794,1,1
0.102,0.217,1,0
8.364,17.794,1,1
0.102,0.217,1,0
14.539755,39.229905,1,1
8.61648,38.504895,1,1
4.77,9.71,1,0
2.01,6.28,1,0
2.01,6.28,1,0
0.479,1.577,1,0
1.8,12.34,1,0
3.39147,9.15057,1,0
1.19616,5.34534,1,0
14.661,22.263,1,1
1.63,6.28,1,0
5.66,17.57,1,0
0.728,2.559,1,0
0.052,0.178,1,0
0.017,0.139,0,2
0.891171,1.528233,1,0
0.5873,0.6611,0,2
0.472,1.62,1,0
1.312,1.89964,1,0
0.429,1.158,1,0
3.64,23.3,1,0
0.182,0.739,1,0
10.53,18.43,1,1
7.44,10.73,1,0
9.18,81.27,1,1
2.019,8.069,1,0
2.201,8.799,1,0
7.224,10.416,1,0
1.994,7.911,1,0
1.989,7.891,1,0
3.78,23.11,1,0
1.16,1.98,1,0
2.61,6.77,1,0
6.52,56.13,1,1
2.446,6.038,2,0
7.325,25.803,1,1
0.019,0.245,1,0
0.019,0.245,1,0
0.0244,0.0427,1,0
11.15,28.48,1,1
4.63,8.44,1,0
35.84,62.72,1,1
11.656,19.988,1,1
1.106,1.897,1,0
0.207,0.539,1,0
0.092,0.222,0,2
0.092,0.222,0,2
0.092,0.222,0,2
0.937,5.788,1,0
0.14,0.46,1,0
0.09,0.29,1,0
0.09,0.29,1,0
0.14,0.46,1,0
0.8098,1.6013,1,0
0.5919,1.4088,1,0
0.923,2.28,2,0
1.258,2.202,1,0
1.258,2.202,1,0
0.3,0.247,0,2
2.978,16.827,1,0
0.00729,0.01881,1,0
0.52,4.255,1,0
16.51,28.89,1,1
1.22,2.023,1,0
0.479,1.576,1,0
0.097,0.383,1,0
0.097,0.383,1,0
1.02,2.17,1,0
15.002,51.492,1,1
0.8098,1.6013,1,0
1.22,2.023,1,0
6.0,10.2,1,0
2.32464,10.388235,1,0
3.311451,5.678673,1,0
4.040772,6.929356,1,0
0.49,1.67,1,0
2.979,7.4297,2,0
0.33,1.04,1,0
0.2991,1.6078,1,0
0.085,0.38,1,0
11.6736,52.1664,1,1
3.952956,16.83001,1,0
1.454467,6.193755,1,0
0.153,0.683,1,0
0.017,0.042,0,2
1.59,6.44,1,0
1.85,12.76,1,0
1.59,6.44,1,0
0.0195,0.031,0,2
0.01,0.04,1,0
0.0301,0.048,0,2
0.026,0.0414,0,2
0.0153,0.0244,0,2
3.71,54.3073279563874,1,1
17.39,69.92,1,1
0.904,14.057,1,0
2.494,35.994,1,1
1.14,14.09,1,0
6.61,26.34,1,1
1.43,21.22,1,0
1.37,20.38,1,0
3.67997246977351,16.1085386274621,1,0
0.0711377870563674,0.311038622129436,1,0
6.36,42.81,1,1
5.5754,22.112,1,1
10.66,39.3,1,1
0.032,0.086,1,0
3.729,91.191,1,1
4.69999981,53.5,1,1
5.8,58.64,1,1
7.124,85.598,1,1
5.16,63.002,1,1
4.77,9.71,1,0
5.84,11.89,1,0
0.3016,1.616,1,0
0.1467,0.633,1,0
9.67,88.8,1,1
3.89,35.75,1,1
6.37,58.47,1,1
0.6213,9.187,1,0
6.5,83.9969587,1,1
0.79,10.3380516651397,1,0
2.86,31.317798503284,1,1
3.7,54.6412110398054,1,1
2.22,27.2808757009269,1,0
11.184,104.219,1,1
1.875,17.121,1,0
2.428,36.393,1,1
2.077,26.828,1,0
0.487,5.166,1,0
1.413,19.2,1,0
1.78,25.87,1,0
1.279445,19.91818127,1,0
0.7889,1.98,1,0
0.7335,1.841,1,0
0.0744,0.2358,2,0
3.847,19.483,1,0
0.0912,0.6232,1,0
0.0912,0.6232,1,0
1.0378,12.3617,1,0
1.019,12.132,1,0
4.92,18.43,1,0
0.02,0.04,1,0
0.006,0.02,1,0
1.201,4.123,1,0
0.02,0.04,1,0
0.006,0.02,1,0
1.201,4.123,1,0
2.999,17.11,1,0
4.942,27.77,1,1
0.213,0.481,1,0
2.88,27.54,1,0
0.12,0.92,1,0
0.58292,2.0007,1,0
0.551,1.769,1,0
1.57,14.11,1,0
1.14,10.45,1,0
3.38,30.73,1,1
11.18,101.69,1,1
0.86,7.89,1,0
11.86,108.16,1,1
5.42,49.29,1,1
4.54,40.94,1,1
2.61,23.52,1,0
4.68,41.57,1,1
0.7,7.48,1,0
3.17,31.08,1,1
1.77,16.12,1,0
3.17,32.21,1,1
4.2,43.16,1,1
4.92,60.22,1,1
2.92,27.14,1,0
1.31,10.29,1,0
1.1,11.44,1,0
3.0,30.44,1,1
4.07,37.17,1,1
3.44,31.31,1,1
3.31,30.72,1,1
5.4,18.46,1,0
1.9,6.27,1,0
0.211,1.174,1,0
0.215,1.198,1,0
9.05139,39.0561,1,1
0.0013,0.0059,1,0
5.63,57.75,1,1
4.8875,19.5389,1,0
0.083,0.33,1,0
5.8872,23.4379,1,1
2.904,11.643,1,0
2.584,16.388,1,0
0.779,4.337,1,0
2.99,4.95,1,0
10.47,10.5,1,1
6.32,24.57,1,1
0.241,0.924,2,0
3.37145,29.8407,1,1
2.216,19.6143,1,0
7.821,13.113,1,1
7.821,13.113,1,1
0.27,0.68,1,0
1.37,3.42,1,0
0.58292,2.0007,1,0
0.551,1.769,1,0
0.81,11.75,1,0
0.93,11.27,1,0
16.54000092,149.3999939,1,1
3.79999995,17.10000038,1,0
1.17,4.6,1,0
1.165,4.835,1,0
4.92,18.43,1,0
0.174,0.521,0,2
0.025,0.075,0,2
0.073,0.218,0,2
0.332,1.247,2,0
0.12,1.22,1,0
3.141,46.177,1,1
0.0103,0.0595,1,0
4.89999999999999,60.06,1,1
3.238,6.186,1,0
0.013,0.027,1,0
9.963,15.874,1,1
0.013,0.027,1,0
15.074,25.849,1,1
10.0,17.16,1,1
4.1,8.45,1,0
1.32,2.72,1,0
4.1,8.45,1,0
1.31,2.7,1,0
13.885,14.404,1,1
4.31,4.471,1,0
0.28116,0.5964,1,0
3.56004,7.5516,1,0
0.575,0.597,1,0
1.694,1.757,1,0
2.771,2.875,1,0
0.869,0.901,1,0
4.97772,10.5588,1,0
2.8342116,6.011964,1,0
7.534,77.085,1,1
11.576,111.614,1,1
8.632,87.104,1,1
2.168,21.989,1,0
0.263,2.649,1,0
21.6,219.6,1,1
10.924,110.332,1,1
10.5,105.935,1,1
9.89,100.351,1,1
3.485,35.155,1,1
0.31,3.81,1,0
0.25,3.15,1,0
3.05,36.64,1,1
10.2,107.7,1,1
0.2346,0.483,1,0
10.1,122.52,1,1
1.62,5.77,1,0
1.62,5.77,1,0
0.196,1.978,1,0
2.47,4.38,1,0
9.42,91.84,1,1
8.70087,50.0598,1,1
4.6,56.88494985,1,1
7.1346,11.9842,1,0
0.01,0.09,1,0
0.01,0.09,1,0
4.255,38.295,1,1
2.91,19.47,1,0
3.0,44.16,1,1
3.0,44.27,1,1
1.18,6.531,1,0
3.682,13.155,1,0
8.68,91.04,1,1
0.97,10.19,1,0
8.17,77.52,1,1
0.117,1.077165,1,0
10.277,42.631,1,1
7.647,40.385,1,1
16.001,84.506,1,1
5.09,7.54,1,0
3.36,6.42,1,0
0.46,0.88,1,0
7.03,8.52,1,0
0.0244,0.0427,1,0
3.01,5.64,1,0
2.544,5.026,1,0
4.95,8.2,1,0
2.653,4.204,1,0
9.04,18.61,1,1
6.06,12.47,1,0
0.018,0.025,1,0
0.12,0.25,1,0
1.09,4.16,1,0
1.09,4.16,1,0
1.19,4.52,1,0
1.27,4.58,1,0
0.64,4.27,1,0
0.64,4.27,1,0
1.07,4.05,1,0
1.03,3.46,1,0
1.03,3.46,1,0
3.37,6.44,1,0
1.51,2.89,1,0
5.418,7.5,1,0
0.729,1.207,1,0
0.858,0.868,1,0
0.885,1.23,1,0
0.858,0.868,1,0
0.842,1.166,1,0
1.41,3.42,1,0
2.98,6.13,1,0
3.16,3.96,1,0
2.67,5.28,1,0
0.5,0.49,1,0
0.79,1.52,1,0
0.27,0.26,1,0
2.43,3.65,1,0
0.13,0.17,1,0
0.08,0.17,1,0
0.34,0.68,1,0
3.2,3.07,1,0
0.37,0.86,1,0
1.3,1.95,1,0
1.79,2.24,1,0
0.66,0.83,1,0
1.74,3.44,1,0
1.148,2.282,1,0
2.8,5.55,1,0
1.02,2.03,1,0
1.61,3.99,1,0
1.07,1.72,1,0
0.63,1.23,1,0
0.13,0.25,1,0
0.2,0.31,1,0
2.11,6.21,1,0
2.11,6.21,1,0
0.31,0.93,1,0
0.31,0.93,1,0
0.12,0.35,1,0
0.12,0.35,1,0
2.03,3.02,1,0
0.26,0.33,1,0
0.71,2.08,1,0
0.48,1.43,1,0
0.17,0.35,1,0
1.2,2.38,1,0
2.47,6.19,1,0
0.18,0.54,1,0
0.48,1.43,1,0
1.51,3.11,1,0
1.51,3.11,1,0
0.73,0.91,1,0
0.46,0.92,1,0
0.01,0.01,1,0
0.01,0.01,1,0
1.83,3.2,0,2
0.13,0.2,1,0
0.13,0.2,1,0
2.22,4.23,1,0
2.1,4.01,1,0
1.27,2.52,1,0
0.08,0.16,1,0
2.71,5.21,1,0
3.137,6.238,1,0
0.39,0.58,1,0
0.39,0.58,1,0
0.248,0.831,1,0
0.248,0.831,1,0
0.4,1.18,1,0
0.4,1.18,1,0
1.39,2.795,1,0
0.39,0.96,0,2
0.39,0.96,0,2
9.32,16.31,1,1
3.14,5.22,1,0
3.14,5.22,1,0
0.0687,0.6817,1,0
0.0663,0.6579,1,0
0.071,0.125,1,0
0.039,0.069,1,0
2.815,3.888,1,0
2.413,2.54,1,0
11.18,17.55,1,1
0.028,0.057,1,0
2.874,2.953,1,0
0.335,0.357,1,0
3.782,3.845,1,0
0.1,0.1,1,0
0.125,0.22,1,0
0.012,0.017,1,0
0.00488,0.00854,1,0
0.07,0.17,1,0
5.51,9.18,1,0
0.02,0.04,1,0
2.2,3.17,1,0
0.25,0.84,1,0
0.02,0.04,1,0
3.71,6.49,1,0
5.24,5.29,1,0
0.64,2.11,1,0
1.65,1.73,1,0
2.32,2.44,1,0
0.02,0.04,1,0
0.61,1.07,1,0
0.55,0.58,1,0
2.83,4.08,1,0
0.84,0.89,1,0
1.52,1.6,1,0
1.89,2.73,1,0
0.84,0.89,1,0
2.94,4.92,1,0
1.7,1.98,1,0
0.02,0.04,1,0
5.97,8.61,1,0
0.021,0.054,1,0
0.1,0.1,1,0
0.495,0.822,1,0
23.6,24.14,1,1
1.37,2.25,1,0
0.92,1.61,1,0
2.99,5.23,1,0
8.34,13.9,1,1
3.21,5.34,1,0
4.81,8.01,1,0
0.349,0.572,1,0
0.349,0.572,1,0
4.547,4.592,1,0
9.99,24.73,1,1
1.578,1.579,1,0
0.734,1.285,1,0
0.759,1.246,1,0
0.754,1.319,1,0
0.007,0.012,1,0
0.05,0.11,1,0
1.59,2.3,1,0
7.13,7.5,1,0
6.25,10.93,1,0
6.25,10.93,1,0
0.045,0.068,1,0
0.045,0.068,1,0
1.73,2.63,1,0
0.12,0.21,1,0
0.12,0.21,1,0
2.03,4.16,1,0
2.03,4.16,1,0
